|name|printed|r|g|b|w|u
20707|Volatile Claws|2019-06-05|1|0|0|0|0
20708|Volatile Fjord|2021-02-05|0|0|0|0|0
20709|Volatile Rig|2012-10-05|0|0|0|0|0
20710|Volcanic Awakening|2006-10-06|1|0|0|0|0
20711|Volcanic Dragon|1996-10-08|1|0|0|0|0
20712|Volcanic Eruption|1993-08-05|0|0|0|0|1
20713|Volcanic Fallout|2009-02-06|1|0|0|0|0
20714|Volcanic Geyser|1996-10-08|1|0|0|0|0
20715|Volcanic Hammer|1998-06-24|1|0|0|0|0
20716|Volcanic Island|1993-10-04|0|0|0|0|0
20717|Volcanic Offering|2014-11-07|1|0|0|0|0
20718|Volcanic Rambler|2015-07-17|1|0|0|0|0
20719|Volcanic Rush|2015-03-27|1|0|0|0|0
20720|Volcanic Salvo|2020-07-03|1|0|0|0|0
20721|Volcanic Spray|2001-10-01|1|0|0|0|0
20722|Volcanic Strength|2010-07-15|1|0|0|0|0
20723|Volcanic Submersion|2008-10-03|1|0|0|0|0
20724|Volcanic Torrent|2020-11-20|1|0|0|0|0
20725|Volcanic Upheaval|2015-10-02|1|0|0|0|0
20726|Volcanic Vision|2015-03-27|1|0|0|0|0
20727|Volcanic Wind|1999-10-04|1|0|0|0|0
20728|Volcano Hellion|2007-02-02|1|0|0|0|0
20729|Volcano Imp|2001-02-05|0|0|1|0|0
20730|Voldaren Ambusher|2022-01-28|1|0|0|0|0
20731|Voldaren Bloodcaster|2021-11-19|0|0|1|0|0
20732|Bloodbat Summoner|2021-11-19|0|0|1|0|0
20733|Voldaren Duelist|2019-11-07|1|0|0|0|0
20734|Voldaren Epicure|2021-11-19|1|0|0|0|0
20735|Voldaren Estate|2021-11-19|0|0|0|0|0
20736|Voldaren Pariah|2016-07-22|0|0|1|0|0
20737|Abolisher of Bloodlines|2016-07-22|0|0|0|0|0
20738|Voldaren Stinger|2022-01-28|1|0|0|0|0
20739|Volition Reins|2010-09-30|0|0|0|0|1
20740|Volley Veteran|2018-07-13|1|0|0|0|0
20741|Volley of Boulders|2001-10-01|1|0|0|0|0
20742|Volrath the Fallen|2000-02-14|0|0|1|0|0
20743|Volrath's Curse|1997-10-14|0|0|0|0|1
20744|Volrath's Dungeon|1998-06-15|0|0|1|0|0
20745|Volrath's Gardens|1998-03-02|0|1|0|0|0
20746|Volrath's Laboratory|1998-03-02|0|0|0|0|0
20747|Volrath's Shapeshifter|1998-03-02|0|0|0|0|1
20748|Volrath's Stronghold|1998-03-02|0|0|0|0|0
20749|Volrath, the Shapestealer|2019-08-23|0|1|1|0|1
20750|Volt Charge|2011-05-12|1|0|0|0|0
20751|Voltaic Brawler|2016-09-30|1|1|0|0|0
20752|Voltaic Construct|2004-02-06|0|0|0|0|0
20753|Voltaic Key|1998-10-12|0|0|0|0|0
20754|Voltaic Servant|2018-04-27|0|0|0|0|0
20755|Voltaic Visionary|2021-11-19|1|0|0|0|0
20756|Volt-Charged Berserker|2021-11-19|1|0|0|0|0
20757|Volunteer Militia|1998-06-24|0|0|0|1|0
20758|Volunteer Reserves|1997-06-09|0|0|0|1|0
20759|Vona's Hunger|2018-01-19|0|0|1|0|0
20760|Vona, Butcher of Magan|2017-09-29|0|0|1|1|0
20761|Voodoo Doll|1994-06-01|0|0|0|0|0
20762|Voracious Cobra|2000-10-02|1|1|0|0|0
20763|Voracious Dragon|2009-02-06|1|0|0|0|0
20764|Voracious Greatshark|2020-04-24|0|0|0|0|1
20765|Voracious Hatchling|2008-07-25|0|0|1|1|0
20766|Voracious Hydra|2019-07-12|0|1|0|0|0
20767|Voracious Null|2015-10-02|0|0|1|0|0
20768|Voracious Typhon|2020-01-24|0|1|0|0|0
20769|Voracious Vampire|2018-01-19|0|0|1|0|0
20770|Voracious Wurm|2013-07-19|0|1|0|0|0
20771|Vorapede|2012-01-28|0|1|0|0|0
20772|Vorel of the Hull Clade|2013-04-27|0|1|0|0|1
20773|Vorinclex, Monstrous Raider|2021-02-05|0|1|0|0|0
20774|Vorinclex, Voice of Hunger|2011-05-12|0|1|0|0|0
20775|Vorosh, the Hunter|2007-02-02|0|1|1|0|1
20776|Vorrac Battlehorns|2003-10-02|0|0|0|0|0
20777|Vorstclaw|2012-04-28|0|1|0|0|0
20778|Vortex Elemental|2014-02-01|0|0|0|0|1
20779|Vortex Runner|2021-04-23|0|0|0|0|1
20780|Votary of the Conclave|2005-10-07|0|0|0|1|0
20781|Vow of Duty|2011-06-17|0|0|0|1|0
20782|Vow of Flight|2011-06-17|0|0|0|0|1
20783|Vow of Lightning|2011-06-17|1|0|0|0|0
20784|Vow of Malice|2011-06-17|0|0|1|0|0
20785|Vow of Torment|2020-11-20|0|0|1|0|0
20786|Vow of Wildness|2011-06-17|0|1|0|0|0
20787|Voyage's End|2013-09-21|0|0|0|0|1
20788|Voyager Drake|2010-02-05|0|0|0|0|1
20789|Voyager Staff|2005-10-07|0|0|0|0|0
20790|Voyaging Satyr|2013-09-21|0|1|0|0|0
20791|Vraska the Unseen|2012-10-05|0|1|1|0|0
20792|Vraska's Conquistador|2018-01-19|0|0|1|0|0
20793|Vraska's Contempt|2017-09-29|0|0|1|0|0
20794|Vraska's Finisher|2019-05-03|0|0|1|0|0
20795|Vraska's Scorn|2018-01-19|0|0|1|0|0
20796|Vraska's Stoneglare|2018-11-09|0|1|1|0|0
20797|Vraska, Golgari Queen|2018-10-05|0|1|1|0|0
20798|Vraska, Regal Gorgon|2018-11-09|0|1|1|0|0
20799|Vraska, Relic Seeker|2017-09-29|0|1|1|0|0
20800|Vraska, Scheming Gorgon|2018-01-19|0|0|1|0|0
20801|Vraska, Swarm's Eminence|2019-05-03|0|1|1|0|0
20802|Vrondiss, Rage of Ancients|2021-07-23|1|1|0|0|0
20803|Vryn Wingmare|2015-07-17|0|0|0|1|0
20804|Vug Lizard|1998-10-12|1|0|0|0|0
20805|Vulpikeet|2020-04-24|0|0|0|1|0
20806|Vulpine Goliath|2013-09-21|0|1|0|0|0
20807|Vulshok Battlegear|2003-10-02|0|0|0|0|0
20808|Vulshok Battlemaster|2003-10-02|1|0|0|0|0
20809|Vulshok Berserker|2003-10-02|1|0|0|0|0
20810|Vulshok Gauntlets|2003-10-02|0|0|0|0|0
20811|Vulshok Heartstoker|2010-09-30|1|0|0|0|0
20812|Vulshok Morningstar|2004-02-06|0|0|0|0|0
20813|Vulshok Refugee|2011-05-12|1|0|0|0|0
20814|Vulshok Replica|2010-09-30|0|0|0|0|0
20815|Vulshok Sorcerer|2010-11-19|1|0|0|0|0
20816|Vulshok War Boar|2004-02-06|1|0|0|0|0
20817|Vulturous Aven|2015-03-27|0|0|1|0|0
20818|Vulturous Zombie|2005-10-07|0|1|1|0|0
20819|Wail of the Nim|2003-10-02|0|0|1|0|0
20820|Wailing Ghoul|2016-07-22|0|0|1|0|0
20821|Waiting in the Weeds|1996-10-08|0|1|0|0|0
20822|Wake Thrasher|2008-07-25|0|0|0|0|1
20823|Wake of Destruction|1999-06-07|1|0|0|0|0
20824|Wake of Vultures|1997-02-03|0|0|1|0|0
20825|Wake the Dead|2014-11-07|0|0|1|0|0
20826|Wake the Reflections|2013-04-27|0|0|0|1|0
20827|Wake to Slaughter|2022-01-28|1|0|1|0|0
20828|Wakedancer|2012-01-28|0|0|1|0|0
20829|Wakening Sun's Avatar|2017-09-29|0|0|0|1|0
20830|Waker of Waves|2020-07-03|0|0|0|0|1
20831|Waker of the Wilds|2017-09-29|0|1|0|0|0
20832|Wakeroot Elemental|2019-07-12|0|1|0|0|0
20833|Wakestone Gargoyle|2006-05-05|0|0|0|1|0
20834|Waking Nightmare|2004-10-01|0|0|1|0|0
20835|Waking the Trolls|2021-02-05|1|1|0|0|0
20836|Walk the Aeons|2006-10-06|0|0|0|0|1
20837|Walk the Plank|2017-09-29|0|0|1|0|0
20838|Walker of Secret Ways|2005-02-04|0|0|0|0|1
20839|Walker of the Grove|2008-02-01|0|1|0|0|0
20840|Walker of the Wastes|2016-01-22|0|0|0|0|0
20841|Walking Archive|2006-05-05|0|0|0|0|0
20842|Walking Atlas|2010-02-05|0|0|0|0|0
20843|Walking Ballista|2017-01-20|0|0|0|0|0
20844|Walking Corpse|2011-09-24|0|0|1|0|0
20845|Walking Dead|1994-06-01|0|0|1|0|0
20846|Walking Desecration|2002-10-07|0|0|1|0|0
20847|Walking Dream|1998-03-02|0|0|0|0|1
20848|Walking Sponge|1999-02-15|0|0|0|0|1
20849|Walking Wall|1995-06-03|0|0|0|0|0
20850|Wall of Air|1993-08-05|0|0|0|0|1
20851|Wall of Blood|2003-10-02|0|0|1|0|0
20852|Wall of Blossoms|1998-03-02|0|1|0|0|0
20853|Wall of Bone|1993-08-05|0|0|1|0|0
20854|Wall of Brambles|1993-08-05|0|1|0|0|0
20855|Wall of Caltrops|1994-06-01|0|0|0|1|0
20856|Wall of Corpses|1996-10-08|0|0|1|0|0
20857|Wall of Deceit|2008-11-07|0|0|0|0|1
20858|Wall of Denial|2009-04-30|0|0|0|1|1
20859|Wall of Diffusion|1997-10-14|1|0|0|0|0
20860|Wall of Distortion|1999-10-04|0|0|1|0|0
20861|Wall of Dust|1994-06-01|1|0|0|0|0
20862|Wall of Earth|1994-06-01|1|0|0|0|0
20863|Wall of Essence|1998-03-02|0|0|0|1|0
20864|Wall of Faith|2009-07-16|0|0|0|1|0
20865|Wall of Fire|1993-08-05|1|0|0|0|0
20866|Wall of Forgotten Pharaohs|2017-07-14|0|0|0|0|0
20867|Wall of Frost|2009-07-16|0|0|0|0|1
20868|Wall of Glare|1999-06-07|0|0|0|1|0
20869|Wall of Heat|1994-06-01|1|0|0|0|0
20870|Wall of Ice|1993-08-05|0|1|0|0|0
20871|Wall of Junk|1998-10-12|0|0|0|0|0
20872|Wall of Kelp|1995-10-01|0|0|0|0|1
20873|Wall of Lava|1995-06-03|1|0|0|0|0
20874|Wall of Light|1994-06-01|0|0|0|1|0
20875|Wall of Limbs|2014-07-12|0|0|1|0|0
20876|Wall of Lost Thoughts|2019-01-25|0|0|0|0|1
20877|Wall of Mist|2018-07-13|0|0|0|0|1
20878|Wall of Mourning|2021-09-24|0|0|0|1|0
20879|Wall of Mulch|2002-10-07|0|1|0|0|0
20880|Wall of Nets|1998-06-15|0|0|0|1|0
20881|Wall of Omens|2010-04-23|0|0|0|1|0
20882|Wall of One Thousand Cuts|2019-06-05|0|0|0|1|0
20883|Wall of Opposition|1994-06-01|1|0|0|0|0
20884|Wall of Pine Needles|1995-06-03|0|1|0|0|0
20885|Wall of Putrid Flesh|1994-06-01|0|0|1|0|0
20886|Wall of Razors|1998-03-02|1|0|0|0|0
20887|Wall of Resistance|1996-10-08|0|0|0|1|0
20888|Wall of Resurgence|2016-01-22|0|0|0|1|0
20889|Wall of Reverence|2009-02-06|0|0|0|1|0
20890|Wall of Roots|1996-10-08|0|1|0|0|0
20891|Wall of Runes|2019-05-03|0|0|0|0|1
20892|Wall of Shadows|1994-06-01|0|0|1|0|0
20893|Wall of Shards|2006-07-21|0|0|0|1|0
20894|Wall of Shields|1995-06-03|0|0|0|0|0
20895|Wall of Souls|1998-03-02|0|0|1|0|0
20896|Wall of Spears|1994-03-04|0|0|0|0|0
20897|Wall of Stolen Identity|2019-08-23|0|0|0|0|1
20898|Wall of Stone|1993-08-05|1|0|0|0|0
20899|Wall of Swords|1993-08-05|0|0|0|1|0
20900|Wall of Tanglecord|2010-09-30|0|0|0|0|0
20901|Wall of Tears|1998-03-02|0|0|0|0|1
20902|Wall of Tombstones|1994-06-01|0|0|1|0|0
20903|Wall of Torches|2011-07-14|1|0|0|0|0
20904|Wall of Vapor|1994-06-01|0|0|0|0|1
20905|Wall of Vines|2010-07-15|0|1|0|0|0
20906|Wall of Vipers|2000-06-05|0|0|1|0|0
20907|Wall of Water|1993-08-05|0|0|0|0|1
20908|Wall of Wonder|1994-06-01|0|0|0|0|1
20909|Wall of Wood|1993-08-05|0|1|0|0|0
20910|Wallop|2000-10-02|0|1|0|0|0
20911|Wand of Denial|1997-02-03|0|0|0|0|0
20912|Wand of Ith|1994-08-01|0|0|0|0|0
20913|Wand of Orcus|2021-07-23|0|0|1|0|0
20914|Wand of Vertebrae|2018-11-09|0|0|0|0|0
20915|Wand of the Elements|2004-02-06|0|0|0|0|0
20916|Wander in Death|2017-04-28|0|0|1|0|0
20917|Wanderbrine Rootcutters|2008-05-02|0|0|1|0|1
20918|Wanderer's Strike|2019-05-03|0|0|0|1|0
20919|Wanderer's Twig|2007-10-12|0|0|0|0|0
20920|Wanderguard Sentry|2003-10-02|0|0|0|0|1
20921|Wandering Archaic|2021-04-23|0|0|0|0|0
20922|Explore the Vastlands|2021-04-23|0|0|0|0|0
20923|Wandering Champion|2015-01-17|0|0|0|1|0
20924|Wandering Eye|2000-02-14|0|0|0|0|1
20925|Wandering Fumarole|2016-01-22|0|0|0|0|0
20926|Wandering Goblins|2009-02-06|1|0|0|0|0
20927|Wandering Graybeard|2008-02-01|0|0|0|1|0
20928|Wandering Mage|1996-06-10|0|0|1|1|1
20929|Wandering Mind|2021-11-19|1|0|0|0|1
20930|Wandering Ones|2004-10-01|0|0|0|0|1
20931|Wandering Stream|2000-10-02|0|1|0|0|0
20932|Wandering Tombshell|2015-03-27|0|0|1|0|0
20933|Wandering Wolf|2012-04-28|0|1|0|0|0
20934|Wanderlight Spirit|2021-11-19|0|0|0|0|1
20935|Wanderlust|1993-08-05|0|1|0|0|0
20936|Wandermare|2019-10-04|0|1|0|1|0
20937|Wanderwine Hub|2007-10-12|0|0|0|0|0
20938|Wanderwine Prophets|2007-10-12|0|0|0|0|1
20939|Waning Wurm|2007-02-02|0|0|1|0|0
20940|Wanted Scoundrels|2017-09-29|0|0|1|0|0
20941|War Barge|1994-08-01|0|0|0|0|0
20942|War Behemoth|2014-09-26|0|0|0|1|0
20943|War Cadence|1999-10-04|1|0|0|0|0
20944|War Chariot|1995-06-03|0|0|0|0|0
20945|War Dance|1998-10-12|0|1|0|0|0
20946|War Elemental|2003-10-02|1|0|0|0|0
20947|War Elephant|1993-12-17|0|0|0|1|0
20948|War Falcon|2012-07-12|0|0|0|1|0
20949|War Flare|2015-01-17|1|0|0|1|0
20950|War Horn|2015-07-17|0|0|0|0|0
20951|War Mammoth|1993-08-05|0|1|0|0|0
20952|War Oracle|2015-07-17|0|0|0|1|0
20953|War Priest of Thune|2010-07-15|0|0|0|1|0
20954|War Report|2011-05-12|0|0|0|1|0
20955|War Room|2020-11-20|0|0|0|0|0
20956|War Screecher|2019-05-03|0|0|0|1|0
20957|War Tax|1999-10-04|0|0|0|0|1
20958|War's Toll|2006-05-05|1|0|0|0|0
20959|War-Name Aspirant|2014-09-26|1|0|0|0|0
20960|War-Spike Changeling|2008-02-01|1|0|0|0|0
20961|War-Torch Goblin|2005-10-07|1|0|0|0|0
20962|War-Wing Siren|2014-04-26|0|0|0|0|1
20963|Warbriar Blessing|2020-01-24|0|1|0|0|0
20964|Warbringer|2015-03-27|1|0|0|0|0
20965|Warchanter Skald|2021-02-05|0|0|0|1|0
20966|Warchanter of Mogis|2014-02-01|0|0|1|0|0
20967|Warchief Giant|2015-11-13|1|0|0|0|0
20968|Warclamp Mastiff|2012-07-12|0|0|0|1|0
20969|Warcry Phoenix|2018-04-27|1|0|0|0|0
20970|Ward of Bones|2008-07-25|0|0|0|0|0
20971|Ward of Lights|1996-10-08|0|0|0|1|0
20972|Ward of Piety|2005-02-04|0|0|0|1|0
20973|Warded Battlements|2020-07-03|0|0|0|1|0
20974|Warden of Evos Isle|2013-07-19|0|0|0|0|1
20975|Warden of Geometries|2016-01-22|0|0|0|0|0
20976|Warden of the Beyond|2014-07-12|0|0|0|1|0
20977|Warden of the Chained|2020-01-24|1|1|0|0|0
20978|Warden of the Eye|2014-09-26|1|0|0|1|1
20979|Warden of the First Tree|2015-01-17|0|1|0|0|0
20980|Warden of the Wall|2012-01-28|0|0|0|0|0
20981|Warden of the Woods|2020-07-03|0|1|0|0|0
20982|Wardscale Crocodile|2019-05-03|0|1|0|0|0
20983|Wardscale Dragon|2015-01-17|0|0|0|1|0
20984|Warfire Javelineer|2017-04-28|1|0|0|0|0
20985|Wargate|2009-04-30|0|1|0|1|1
20986|Warhorn Blast|2021-02-05|0|0|0|1|0
20987|Warkite Marauder|2018-01-19|0|0|0|0|1
20988|Warleader's Helix|2013-04-27|1|0|0|1|0
20989|Warlord's Axe|2010-07-15|0|0|0|0|0
20990|Warlord's Fury|2018-04-27|1|0|0|0|0
20991|Warmind Infantry|2013-01-26|1|0|0|0|0
20992|Warmonger|1999-10-04|1|0|0|0|0
20993|Warmonger Hellkite|2014-11-07|1|0|0|0|0
20994|Warmonger's Chariot|2010-04-23|0|0|0|0|0
20995|Warmth|1997-10-14|0|0|0|1|0
20996|Warning|1995-06-03|0|0|0|1|0
20997|Warp Artifact|1993-08-05|0|0|1|0|0
20998|Warp World|2005-10-07|1|0|0|0|0
20999|Warpath|1999-10-04|1|0|0|0|0
21000|Warpath Ghoul|2009-07-16|0|0|1|0|0
21001|Warped Devotion|2001-02-05|0|0|1|0|0
21002|Warped Landscape|2018-08-09|0|0|0|0|0
21003|Warped Physique|2013-04-27|0|0|1|0|1
21004|Warping Wail|2016-01-22|0|0|0|0|0
21005|Warping Wurm|1996-10-08|0|1|0|0|1
21006|Warrant|2019-01-25|0|0|0|1|1
21007|Warden|2019-01-25|0|0|0|1|1
21008|Warren Instigator|2009-10-02|1|0|0|0|0
21009|Warren Pilferers|2007-10-12|0|0|1|0|0
21010|Warren Weirding|2008-02-01|0|0|1|0|0
21011|Warren-Scourge Elf|2007-10-12|0|1|0|0|0
21012|Warrior Angel|1998-03-02|0|0|0|1|0
21013|Warrior en-Kor|1998-03-02|0|0|0|1|0
21014|Warrior's Honor|1997-02-03|0|0|0|1|0
21015|Warrior's Oath|1999-07-06|1|0|0|0|0
21016|Warrior's Stand|1998-06-24|0|0|0|1|0
21017|Warriors' Lesson|2013-09-21|0|1|0|0|0
21018|Warstorm Surge|2011-07-14|1|0|0|0|0
21019|Warteye Witch|2019-06-05|0|0|1|0|0
21020|Warthog|1997-02-03|0|1|0|0|0
21021|Wary Okapi|2018-11-09|0|1|0|0|0
21022|Wash Away|2021-11-19|0|0|0|0|1
21023|Wash Out|2000-10-02|0|0|0|0|1
21024|Wasitora, Nekoru Queen|2016-11-16|1|1|1|0|0
21025|Wasp Lancer|2008-05-02|0|0|1|0|1
21026|Wasp of the Bitter End|2017-07-14|0|0|1|0|0
21027|Waste Away|2002-02-04|0|0|1|0|0
21028|Waste Not|2014-07-12|0|0|1|0|0
21029|Wasteland|1997-10-14|0|0|0|0|0
21030|Wasteland Scorpion|2017-04-28|0|0|1|0|0
21031|Wasteland Strangler|2015-10-02|0|0|0|0|0
21032|Wasteland Viper|2013-01-26|0|1|0|0|0
21033|Wastes|2016-01-22|0|0|0|0|0
21034|Watchdog|1997-10-14|0|0|0|0|0
21035|Watcher Sliver|2006-10-06|0|0|0|1|0
21036|Watcher for Tomorrow|2019-06-05|0|0|0|0|1
21037|Watcher in the Mist|2018-11-09|0|0|0|0|1
21038|Watcher in the Web|2019-11-07|0|1|0|0|0
21039|Watcher of the Roost|2014-09-26|0|0|0|1|0
21040|Watcher of the Spheres|2020-07-03|0|0|0|1|1
21041|Watchers of the Dead|2017-04-28|0|0|0|0|0
21042|Watchful Automaton|2017-01-20|0|0|0|0|0
21043|Watchful Giant|2019-01-25|0|0|0|1|0
21044|Watchful Naga|2017-04-28|0|1|0|0|0
21045|Watchwing Scarecrow|2008-05-02|0|0|0|0|0
21046|Watchwolf|2005-10-07|0|1|0|1|0
21047|Water Elemental|1993-08-05|0|0|0|0|1
21048|Water Gun Balloon Game|2004-11-19|0|0|0|0|0
21049|Water Servant|2010-07-15|0|0|0|0|1
21050|Water Wurm|1994-08-01|0|0|0|0|1
21051|Watercourser|2012-07-12|0|0|0|0|1
21052|Waterfall Aerialist|2021-04-23|0|0|0|0|1
21053|Waterfront Bouncer|1999-10-04|0|0|0|0|1
21054|Waterkin Shaman|2019-07-12|0|0|0|0|1
21055|Waterknot|2018-01-19|0|0|0|0|1
21056|Waterlogged Grove|2019-06-05|0|0|0|0|0
21057|Waterspout Djinn|1997-02-03|0|0|0|0|1
21058|Waterspout Elemental|2001-02-05|0|0|0|0|1
21059|Waterspout Weavers|2008-02-01|0|0|0|0|1
21060|Watertrap Weaver|2017-09-29|0|0|0|0|1
21061|Waterveil Cavern|2004-10-01|0|0|0|0|0
21062|Waterwhirl|2014-09-26|0|0|0|0|1
21063|Watery Grave|2005-10-07|0|0|0|0|0
21064|Wave Elemental|1996-10-08|0|0|0|0|1
21065|Wave of Indifference|2002-10-07|1|0|0|0|0
21066|Wave of Reckoning|1999-10-04|0|0|0|1|0
21067|Wave of Terror|1997-06-09|0|0|1|0|0
21068|Wave of Vitriol|2014-11-07|0|1|0|0|0
21069|Wave-Wing Elemental|2015-10-02|0|0|0|0|1
21070|Wavebreak Hippocamp|2020-01-24|0|0|0|0|1
21071|Wavecrash Triton|2013-09-21|0|0|0|0|1
21072|Waves of Aggression|2008-07-25|1|0|0|1|0
21073|Wavesifter|2021-08-26|0|1|0|0|1
21074|Waveskimmer Aven|2008-10-03|0|1|0|1|1
21075|Wax|2000-10-02|0|1|0|0|0
21076|Wane|2000-10-02|0|0|0|1|0
21077|Waxing Moon|2016-07-22|0|1|0|0|0
21078|Waxmane Baku|2005-02-04|0|0|0|1|0
21079|Way of the Thief|2013-01-26|0|0|0|0|1
21080|Wayfarer's Bauble|2012-03-30|0|0|0|0|0
21081|Wayfaring Giant|2000-10-02|0|0|0|1|0
21082|Wayfaring Temple|2012-10-05|0|1|0|1|0
21083|Waylay|1998-10-12|0|0|0|1|0
21084|Wayward Angel|2001-10-01|0|0|0|1|0
21085|Wayward Giant|2016-09-30|1|0|0|0|0
21086|Wayward Guide-Beast|2020-09-25|1|0|0|0|0
21087|Wayward Servant|2017-04-28|0|0|1|1|0
21088|Wayward Soul|1998-06-15|0|0|0|0|1
21089|Wayward Swordtooth|2018-01-19|0|1|0|0|0
21090|Weakness|1993-08-05|0|0|1|0|0
21091|Weakstone|1994-03-04|0|0|0|0|0
21092|Weapon Rack|2019-10-04|0|0|0|0|0
21093|Weapon Surge|2013-04-27|1|0|0|0|0
21094|Weaponcraft Enthusiast|2016-09-30|0|0|1|0|0
21095|Weaponize the Monsters|2020-04-24|1|0|0|0|0
21096|Weapons Trainer|2016-01-22|1|0|0|1|0
21097|Wear|2013-04-27|1|0|0|0|0
21098|Tear|2013-04-27|0|0|0|1|0
21099|Wear Away|2004-10-01|0|1|0|0|0
21100|Weary Prisoner|2021-11-19|1|0|0|0|0
21101|Wrathful Jailbreaker|2021-11-19|1|0|0|0|0
21102|Weaselback Redcap|2019-10-04|1|0|0|0|0
21103|Weather the Storm|2019-06-05|0|1|0|0|0
21104|Weathered Bodyguards|2006-10-06|0|0|0|1|0
21105|Weathered Runestone|2021-02-05|0|0|0|0|0
21106|Weathered Wayfarer|2002-10-07|0|0|0|1|0
21107|Weatherlight|2018-04-27|0|0|0|0|0
21108|Weatherseed Elf|1999-02-15|0|1|0|0|0
21109|Weatherseed Faeries|1999-02-15|0|0|0|0|1
21110|Weatherseed Totem|2006-10-06|0|0|0|0|0
21111|Weatherseed Treefolk|1999-02-15|0|1|0|0|0
21112|Weave Fate|2014-09-26|0|0|0|0|1
21113|Weaver of Blossoms|2021-11-19|0|1|0|0|0
21114|Blossom-Clad Werewolf|2021-11-19|0|1|0|0|0
21115|Weaver of Currents|2017-04-28|0|1|0|0|1
21116|Weaver of Lightning|2016-07-22|1|0|0|0|0
21117|Web|1993-08-05|0|1|0|0|0
21118|Web of Inertia|2002-05-27|0|0|0|0|1
21119|Webweaver Changeling|2019-06-05|0|1|0|0|0
21120|Wedding Announcement|2021-11-19|0|0|0|1|0
21121|Wedding Festivity|2021-11-19|0|0|0|1|0
21122|Wedding Invitation|2021-11-19|0|0|0|0|0
21123|Wedding Security|2021-11-19|0|0|1|0|0
21124|Wee Dragonauts|2006-02-03|1|0|0|0|1
21125|Weed Strangle|2007-10-12|0|0|1|0|0
21126|Weed-Pruner Poplar|2008-02-01|0|0|1|0|0
21127|Wei Ambush Force|1999-07-06|0|0|1|0|0
21128|Wei Assassins|1999-07-06|0|0|1|0|0
21129|Wei Elite Companions|1999-07-06|0|0|1|0|0
21130|Wei Infantry|1999-07-06|0|0|1|0|0
21131|Wei Night Raiders|1999-07-06|0|0|1|0|0
21132|Wei Scout|1999-07-06|0|0|1|0|0
21133|Wei Strike Force|1999-07-06|0|0|1|0|0
21134|Weigh Down|2021-02-05|0|0|1|0|0
21135|Weight Advantage|2016-08-26|0|0|0|0|0
21136|Weight of Conscience|2008-02-01|0|0|0|1|0
21137|Weight of Memory|2018-04-27|0|0|0|0|1
21138|Weight of Spires|2006-05-05|1|0|0|0|0
21139|Weight of the Underworld|2014-02-01|0|0|1|0|0
21140|Weird Harvest|2002-10-07|0|1|0|0|0
21141|Weirded Vampire|2016-07-22|0|0|1|0|0
21142|Weirding Shaman|2008-02-01|0|0|1|0|0
21143|Welcoming Vampire|2021-11-19|0|0|0|1|0
21144|Welder Automaton|2017-01-20|0|0|0|0|0
21145|Weldfast Engineer|2017-01-20|1|0|1|0|0
21146|Weldfast Monitor|2016-09-30|0|0|0|0|0
21147|Weldfast Wingsmith|2016-09-30|0|0|0|0|1
21148|Welding Jar|2003-10-02|0|0|0|0|0
21149|Welding Sparks|2016-09-30|1|0|0|0|0
21150|Welkin Guide|2008-10-03|0|0|0|1|0
21151|Welkin Hawk|1998-06-15|0|0|0|1|0
21152|Welkin Tern|2009-10-02|0|0|0|0|1
21153|Well of Discovery|2000-06-05|0|0|0|0|0
21154|Well of Ideas|2014-11-07|0|0|0|0|1
21155|Well of Knowledge|1997-06-09|0|0|0|0|0
21156|Well of Life|2000-06-05|0|0|0|0|0
21157|Well of Lost Dreams|2004-02-06|0|0|0|0|0
21158|Well-Laid Plans|2000-10-02|0|0|0|0|1
21159|Wellgabber Apothecary|2007-10-12|0|0|0|1|0
21160|Wellspring|1996-10-08|0|1|0|1|0
21161|Wellwisher|2002-10-07|0|1|0|0|0
21162|Werebear|2001-10-01|0|1|0|0|0
21163|Western Paladin|1998-10-12|0|0|1|0|0
21164|Wetland Sambar|2014-09-26|0|0|0|0|1
21165|Whalebone Glider|1995-06-03|0|0|0|0|0
21166|Wharf Infiltrator|2016-07-22|0|0|0|0|1
21167|Wheel and Deal|2002-10-07|0|0|0|0|1
21168|Wheel of Fate|2006-10-06|1|0|0|0|0
21169|Wheel of Fortune|1993-08-05|1|0|0|0|0
21170|Wheel of Misfortune|2020-11-20|1|0|0|0|0
21171|Wheel of Sun and Moon|2008-05-02|0|1|0|1|0
21172|Wheel of Torture|1999-02-15|0|0|0|0|0
21173|Whelming Wave|2014-02-01|0|0|0|0|1
21174|Where Ancients Tread|2008-10-03|1|0|0|0|0
21175|Whetstone|1998-10-12|0|0|0|0|0
21176|Whetwheel|2007-05-04|0|0|0|0|0
21177|Whim of Volrath|1997-10-14|0|0|0|0|1
21178|Whims of the Fates|2014-02-01|1|0|0|0|0
21179|Whimwader|2008-05-02|0|0|0|0|1
21180|Whip Sergeant|2000-06-05|1|0|0|0|0
21181|Whip Silk|2000-10-02|0|1|0|0|0
21182|Whip Vine|1996-06-10|0|1|0|0|0
21183|Whip of Erebos|2013-09-21|0|0|1|0|0
21184|Whip-Spine Drake|2007-05-04|0|0|0|0|1
21185|Whipcorder|2002-10-07|0|0|0|1|0
21186|Whipflare|2011-05-12|1|0|0|0|0
21187|Whipkeeper|2001-10-01|1|0|0|0|0
21188|Whiplash Trap|2009-10-02|0|0|0|0|1
