|name|printed|r|g|b|w|u|text
15548|rune-scarred demon|2011-07-14|0|0|1|0|0|"flying
when rune-scarred demon enters the battlefield, search your library for a card, put it into your hand, then shuffle."
15549|rune-tail, kitsune ascendant|2005-06-03|0|0|0|1|0|when you have 30 or more life, flip rune-tail, kitsune ascendant.
15550|rune-tail's essence|2005-06-03|0|0|0|1|0|prevent all damage that would be dealt to creatures you control.
15551|runeboggle|2006-02-03|0|0|0|0|1|"counter target spell unless its controller pays {1}.
draw a card."
15552|runebound wolf|2021-11-19|1|0|0|0|0|{3}{r}, {t}: runebound wolf deals damage equal to the number of wolves and werewolves you control to target opponent.
15553|runechanter's pike|2011-09-24|0|0|0|0|0|"equipped creature has first strike and gets +x/+0, where x is the number of instant and sorcery cards in your graveyard.
equip {2}"
15554|runeclaw bear|2009-07-16|0|1|0|0|0|{empty}
15555|runed arch|1995-06-03|0|0|0|0|0|"runed arch enters the battlefield tapped.
{x}, {t}, sacrifice runed arch: x target creatures with power 2 or less can't be blocked this turn."
15556|runed crown|2021-02-05|0|0|0|0|0|"when runed crown enters the battlefield, you may search your library, hand, and/or graveyard for a rune card and put it onto the battlefield attached to runed crown. if you search your library this way, shuffle.
equipped creature gets +1/+1.
equip {2}"
15557|runed halo|2008-05-02|0|0|0|1|0|"as runed halo enters the battlefield, choose a card name.
you have protection from the chosen card name. (you can't be targeted, dealt damage, or enchanted by anything with that name.)"
15558|runed servitor|2010-04-23|0|0|0|0|0|when runed servitor dies, each player draws a card.
15559|runed stalactite|2007-10-12|0|0|0|0|0|"equipped creature gets +1/+1 and is every creature type.
equip {2}"
15560|runeflare trap|2009-10-02|1|0|0|0|0|"if an opponent drew three or more cards this turn, you may pay {r} rather than pay this spell's mana cost.
runeflare trap deals damage to target player equal to the number of cards in that player's hand."
15561|runeforge champion|2021-02-05|0|0|0|1|0|"when runeforge champion enters the battlefield, you may search your library and/or graveyard for a rune card, reveal it, and put it into your hand. if you search your library this way, shuffle.
you may pay {1} rather than pay the mana cost for rune spells you cast."
15562|runehorn hellkite|2016-11-11|1|0|0|0|0|"flying
{5}{r}, exile runehorn hellkite from your graveyard: each player discards their hand, then draws seven cards."
15563|runes of the deus|2008-05-02|1|1|0|0|0|"enchant creature
as long as enchanted creature is red, it gets +1/+1 and has double strike. (it deals both first-strike and regular combat damage.)
as long as enchanted creature is green, it gets +1/+1 and has trample."
15564|runesword|1994-08-01|0|0|0|0|0|{3}, {t}: target attacking creature gets +2/+0 until end of turn. when that creature leaves the battlefield this turn, sacrifice runesword. if the creature deals damage to a creature this turn, the creature dealt damage can't be regenerated this turn. if a creature dealt damage by the targeted creature would die this turn, exile that creature instead.
15565|runewing|2012-10-05|0|0|0|0|1|"flying
when runewing dies, draw a card."
15566|runic armasaur|2018-07-13|0|1|0|0|0|whenever an opponent activates an ability of a creature or land that isn't a mana ability, you may draw a card.
15567|runic repetition|2011-09-24|0|0|0|0|1|return target exiled card with flashback you own to your hand.
15568|runner's bane|2013-04-27|0|0|0|0|1|"enchant creature with power 3 or less
when runner's bane enters the battlefield, tap enchanted creature.
enchanted creature doesn't untap during its controller's untap step."
15569|runo stromkirk|2021-11-19|0|0|1|0|1|"flying
when runo stromkirk enters the battlefield, put up to one target creature card from your graveyard on top of your library.
at the beginning of your upkeep, look at the top card of your library. you may reveal that card. if a creature card with mana value 6 or greater is revealed this way, transform runo stromkirk."
15570|krothuss, lord of the deep|2021-11-19|0|0|1|0|1|"flying
whenever krothuss, lord of the deep attacks, create a tapped and attacking token that's a copy of another target attacking creature. if that creature is a kraken, leviathan, octopus, or serpent, create two of those tokens instead."
15571|rupture|2000-02-14|1|0|0|0|0|sacrifice a creature. rupture deals damage equal to that creature's power to each creature without flying and each player.
15572|rupture spire|2009-02-06|0|0|0|0|0|"rupture spire enters the battlefield tapped.
when rupture spire enters the battlefield, sacrifice it unless you pay {1}.
{t}: add one mana of any color."
15573|rural recruit|2021-11-19|0|1|0|0|0|"training (whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)
when rural recruit enters the battlefield, create a 3/1 green boar creature token."
15574|ruric thar, the unbowed|2013-04-27|1|1|0|0|0|"vigilance, reach
ruric thar, the unbowed attacks each combat if able.
whenever a player casts a noncreature spell, ruric thar deals 6 damage to that player."
15575|rush of adrenaline|2019-11-07|1|0|0|0|0|target creature gets +2/+1 and gains trample until end of turn.
15576|rush of battle|2014-09-26|0|0|0|1|0|creatures you control get +2/+1 until end of turn. warrior creatures you control gain lifelink until end of turn. (damage dealt by those warriors also causes their controller to gain that much life.)
15577|rush of blood|2012-04-28|1|0|0|0|0|target creature gets +x/+0 until end of turn, where x is its power.
15578|rush of ice|2015-10-02|0|0|0|0|1|"tap target creature. it doesn't untap during its controller's next untap step.
awaken 3—{4}{u} (if you cast this spell for {4}{u}, also put three +1/+1 counters on target land you control and it becomes a 0/0 elemental creature with haste. it's still a land.)"
15579|rush of knowledge|2003-05-26|0|0|0|0|1|draw cards equal to the highest mana value among permanents you control.
15580|rush of vitality|2016-09-30|0|0|1|0|0|"target creature gets +1/+0 and gains lifelink and indestructible until end of turn. (damage dealt by that creature also causes its controller to gain that much life, and it can't be destroyed by damage or effects that say ""destroy."")"
15581|rushed rebirth|2021-04-23|0|1|1|0|0|choose target creature. when that creature dies this turn, search your library for a creature card with lesser mana value, put it onto the battlefield tapped, then shuffle.
15582|rushing river|2001-02-05|0|0|0|0|1|"kicker—sacrifice a land. (you may sacrifice a land in addition to any other costs as you cast this spell.)
return target nonland permanent to its owner's hand. if this spell was kicked, return another target nonland permanent to its owner's hand."
15583|rushing-tide zubera|2005-06-03|0|0|0|0|1|when rushing-tide zubera dies, if 4 or more damage was dealt to it this turn, draw three cards.
15584|rushwood dryad|1999-10-04|0|1|0|0|0|forestwalk (this creature can't be blocked as long as defending player controls a forest.)
15585|rushwood elemental|1999-10-04|0|1|0|0|0|"trample
at the beginning of your upkeep, you may put a +1/+1 counter on rushwood elemental."
15586|rushwood grove|1999-10-04|0|0|0|0|0|"rushwood grove enters the battlefield tapped.
{t}: put a storage counter on rushwood grove.
{t}, remove any number of storage counters from rushwood grove: add {g} for each storage counter removed this way."
15587|rushwood herbalist|1999-10-04|0|1|0|0|0|{g}, {t}, discard a card: regenerate target creature.
15588|rushwood legate|1999-10-04|0|1|0|0|0|if an opponent controls an island and you control a forest, you may cast this spell without paying its mana cost.
15589|russet wolves|2012-01-28|1|0|0|0|0|{empty}
15590|rust|1994-06-01|0|1|0|0|0|counter target activated ability from an artifact source. (mana abilities can't be targeted.)
15591|rust elemental|2003-10-02|0|0|0|0|0|"flying
at the beginning of your upkeep, sacrifice an artifact other than rust elemental. if you can't, tap rust elemental and you lose 4 life."
15592|rust scarab|2013-01-26|0|1|0|0|0|whenever rust scarab becomes blocked, you may destroy target artifact or enchantment defending player controls.
15593|rust tick|2010-09-30|0|0|0|0|0|"you may choose not to untap rust tick during your untap step.
{1}, {t}: tap target artifact. it doesn't untap during its controller's untap step for as long as rust tick remains tapped."
15594|rusted relic|2010-09-30|0|0|0|0|0|metalcraft — rusted relic is a 5/5 golem artifact creature as long as you control three or more artifacts.
15595|rusted sentinel|2011-07-14|0|0|0|0|0|rusted sentinel enters the battlefield tapped.
15596|rusted slasher|2011-02-03|0|0|0|0|0|sacrifice an artifact: regenerate rusted slasher.
15597|rustic clachan|2008-02-01|0|0|0|0|0|"as rustic clachan enters the battlefield, you may reveal a kithkin card from your hand. if you don't, rustic clachan enters the battlefield tapped.
{t}: add {w}.
reinforce 1—{1}{w} ({1}{w}, discard this card: put a +1/+1 counter on target creature.)"
15598|rusting golem|2000-02-14|0|0|0|0|0|"fading 5 (this creature enters the battlefield with five fade counters on it. at the beginning of your upkeep, remove a fade counter from it. if you can't, sacrifice it.)
rusting golem's power and toughness are each equal to the number of fade counters on it."
15599|rustmouth ogre|2003-10-02|1|0|0|0|0|whenever rustmouth ogre deals combat damage to a player, you may destroy target artifact that player controls.
15600|rustrazor butcher|2008-05-02|1|0|0|0|0|"first strike
wither (this deals damage to creatures in the form of -1/-1 counters.)"
15601|rustspore ram|2003-10-02|0|0|0|0|0|when rustspore ram enters the battlefield, destroy target equipment.
15602|rustwing falcon|2018-07-13|0|0|0|1|0|flying
15603|ruthless cullblade|2010-02-05|0|0|1|0|0|ruthless cullblade gets +2/+1 as long as an opponent has 10 or less life.
15604|ruthless deathfang|2015-03-27|0|0|1|0|1|"flying
whenever you sacrifice a creature, target opponent sacrifices a creature."
15605|ruthless disposal|2016-07-22|0|0|1|0|0|"as an additional cost to cast this spell, discard a card and sacrifice a creature.
two target creatures each get -13/-13 until end of turn."
15606|ruthless instincts|2015-01-17|0|1|0|0|0|"choose one —
• target nonattacking creature gains reach and deathtouch until end of turn. untap it.
• target attacking creature gets +2/+2 and gains trample until end of turn."
15607|ruthless invasion|2011-05-12|1|0|0|0|0|"({r/p} can be paid with either {r} or 2 life.)
nonartifact creatures can't block this turn."
15608|ruthless knave|2017-09-29|0|0|1|0|0|"{2}{b}, sacrifice a creature: create two treasure tokens. (they're artifacts with ""{t}, sacrifice this artifact: add one mana of any color."")
sacrifice three treasures: draw a card."
15609|ruthless ripper|2014-09-26|0|0|1|0|0|"deathtouch
morph—reveal a black card in your hand. (you may cast this card face down as a 2/2 creature for {3}. turn it face up any time for its morph cost.)
when ruthless ripper is turned face up, target player loses 2 life."
15610|ruthless sniper|2017-04-28|0|0|1|0|0|whenever you cycle or discard a card, you may pay {1}. if you do, put a -1/-1 counter on target creature.
15611|rysorian badger|1995-10-01|0|1|0|0|0|whenever rysorian badger attacks and isn't blocked, you may exile up to two target creature cards from defending player's graveyard. if you do, you gain 1 life for each card exiled this way and rysorian badger assigns no combat damage this turn.
15612|ryusei, the falling star|2004-10-01|1|0|0|0|0|"flying
when ryusei, the falling star dies, it deals 5 damage to each creature without flying."
15613|saber ants|1999-10-04|0|1|0|0|0|whenever saber ants is dealt damage, you may create that many 1/1 green insect creature tokens.
15614|saberclaw golem|2010-09-30|0|0|0|0|0|{r}: saberclaw golem gains first strike until end of turn.
15615|sabertooth alley cat|2005-10-07|1|0|0|0|0|"sabertooth alley cat attacks each combat if able.
{1}{r}: creatures without defender can't block sabertooth alley cat this turn."
15616|sabertooth cobra|1996-10-08|0|1|0|0|0|whenever sabertooth cobra deals damage to a player, that player gets a poison counter. the player gets another poison counter at the beginning of their next upkeep unless they pay {2} before that step. (a player with ten or more poison counters loses the game.)
15617|sabertooth mauler|2020-07-03|0|1|0|0|0|at the beginning of your end step, if a creature died this turn, put a +1/+1 counter on sabertooth mauler and untap it.
15618|sabertooth nishoba|2000-10-02|0|1|0|1|0|trample, protection from blue and from red
15619|sabertooth outrider|2015-03-27|1|0|0|0|0|"trample
formidable — whenever sabertooth outrider attacks, if creatures you control have total power 8 or greater, sabertooth outrider gains first strike until end of turn."
15620|sabertooth wyvern|1998-06-15|1|0|0|0|0|flying, first strike
15621|sabretooth tiger|1995-06-03|1|0|0|0|0|first strike
15622|sacellum archers|2009-02-06|0|1|0|0|0|{r}{w}, {t}: sacellum archers deals 2 damage to target attacking or blocking creature.
15623|sacellum godspeaker|2008-10-03|0|1|0|0|0|{t}: reveal any number of creature cards with power 5 or greater from your hand. add {g} for each card revealed this way.
15624|sachi, daughter of seshiro|2004-10-01|0|1|0|0|0|"other snake creatures you control get +0/+1.
shamans you control have ""{t}: add {g}{g}."""
15625|sacred armory|2014-07-12|0|0|0|0|0|{2}: target creature gets +1/+0 until end of turn.
15626|sacred boon|1995-06-03|0|0|0|1|0|prevent the next 3 damage that would be dealt to target creature this turn. at the beginning of the next end step, put a +0/+1 counter on that creature for each 1 damage prevented this way.
15627|sacred cat|2017-04-28|0|0|0|1|0|"lifelink
embalm {w} ({w}, exile this card from your graveyard: create a token that's a copy of it, except it's a white zombie cat with no mana cost. embalm only as a sorcery.)"
15628|sacred excavation|2017-04-28|0|0|0|0|1|return up to two target cards with cycling from your graveyard to your hand.
15629|sacred fire|2022-01-28|1|0|0|1|0|"sacred fire deals 2 damage to any target and you gain 2 life.
flashback {4}{r}{w} (you may cast this card from your graveyard for its flashback cost. then exile it.)"
15630|sacred foundry|2005-10-07|0|0|0|0|0|"({t}: add {r} or {w}.)
as sacred foundry enters the battlefield, you may pay 2 life. if you don't, it enters the battlefield tapped."
15631|sacred ground|1998-03-02|0|0|0|1|0|whenever a spell or ability an opponent controls causes a land to be put into your graveyard from the battlefield, return that card to the battlefield.
15632|sacred guide|1997-10-14|0|0|0|1|0|{1}{w}, sacrifice sacred guide: reveal cards from the top of your library until you reveal a white card. put that card into your hand and exile all other cards revealed this way.
15633|sacred mesa|1996-10-08|0|0|0|1|0|"at the beginning of your upkeep, sacrifice sacred mesa unless you sacrifice a pegasus.
{1}{w}: create a 1/1 white pegasus creature token with flying."
15634|sacred nectar|1999-07-01|0|0|0|1|0|you gain 4 life.
15635|sacred prey|1999-10-04|0|1|0|0|0|whenever sacred prey becomes blocked, you gain 1 life.
15636|sacred rites|2001-10-01|0|0|0|1|0|discard any number of cards. creatures you control get +0/+1 until end of turn for each card discarded this way.
15637|sacred white deer|2016-11-16|0|1|0|0|0|{3}{g}, {t}: you gain 4 life. activate only if you control a yanggu planeswalker.
15638|sacred wolf|2010-07-15|0|1|0|0|0|hexproof (this creature can't be the target of spells or abilities your opponents control.)
15639|sacrifice|1993-08-05|0|0|1|0|0|"as an additional cost to cast this spell, sacrifice a creature.
add an amount of {b} equal to the sacrificed creature's mana value."
15640|saddleback lagac|2016-01-22|0|1|0|0|0|when saddleback lagac enters the battlefield, support 2. (put a +1/+1 counter on each of up to two other target creatures.)
15641|saddled rimestag|2019-06-05|0|1|0|0|0|saddled rimestag gets +2/+2 as long as you had another creature enter the battlefield under your control this turn.
15642|sadistic augermage|2005-10-07|0|0|1|0|0|when sadistic augermage dies, each player puts a card from their hand on top of their library.
15643|sadistic glee|1997-10-14|0|0|1|0|0|"enchant creature
whenever a creature dies, put a +1/+1 counter on enchanted creature."
15644|sadistic hypnotist|2001-10-01|0|0|1|0|0|sacrifice a creature: target player discards two cards. activate only as a sorcery.
15645|sadistic obsession|2019-06-05|0|0|1|0|0|"enchant creature
enchanted creature has ""{b}, {t}: put a -1/-1 counter on target creature."""
15646|sadistic sacrament|2009-10-02|0|0|1|0|0|"kicker {7} (you may pay an additional {7} as you cast this spell.)
search target player's library for up to three cards, exile them, then that player shuffles. if this spell was kicked, instead search that player's library for up to fifteen cards, exile them, then that player shuffles."
15647|sadistic skymarcher|2018-01-19|0|0|1|0|0|"as an additional cost to cast this spell, reveal a vampire card from your hand or pay {1}.
flying, lifelink"
15648|safe haven|1994-08-01|0|0|0|0|0|"{2}, {t}: exile target creature you control.
at the beginning of your upkeep, you may sacrifice safe haven. if you do, return each card exiled with safe haven to the battlefield under its owner's control."
15649|safe passage|2009-07-16|0|0|0|1|0|prevent all damage that would be dealt to you and creatures you control this turn.
15650|safeguard|1997-10-14|0|0|0|1|0|{2}{w}: prevent all combat damage that would be dealt by target creature this turn.
15651|safehold duo|2008-05-02|0|1|0|1|0|"whenever you cast a green spell, safehold duo gets +1/+1 until end of turn.
whenever you cast a white spell, safehold duo gains vigilance until end of turn."
15652|safehold elite|2008-05-02|0|1|0|1|0|persist (when this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)
15653|safehold sentry|2008-05-02|0|0|0|1|0|{2}{w}, {q}: safehold sentry gets +0/+2 until end of turn.
15654|safewright quest|2008-05-02|0|1|0|1|0|search your library for a forest or plains card, reveal it, put it into your hand, then shuffle.
15655|saffi eriksdotter|2006-10-06|0|1|0|1|0|sacrifice saffi eriksdotter: when target creature is put into your graveyard this turn, return that card to the battlefield.
15656|sage aven|2002-10-07|0|0|0|0|1|"flying (this creature can't be blocked except by creatures with flying or reach.)
when sage aven enters the battlefield, look at the top four cards of your library, then put them back in any order."
15657|sage owl|1997-06-09|0|0|0|0|1|"flying
when sage owl enters the battlefield, look at the top four cards of your library, then put them back in any order."
15658|sage of epityr|2006-10-06|0|0|0|0|1|when sage of epityr enters the battlefield, look at the top four cards of your library, then put them back in any order.
15659|sage of fables|2008-02-01|0|0|0|0|1|"each other wizard creature you control enters the battlefield with an additional +1/+1 counter on it.
{2}, remove a +1/+1 counter from a creature you control: draw a card."
15660|sage of hours|2014-04-26|0|0|0|0|1|"heroic — whenever you cast a spell that targets sage of hours, put a +1/+1 counter on it.
remove all +1/+1 counters from sage of hours: for each five counters removed this way, take an extra turn after this one."
15661|sage of lat-nam|1994-03-04|0|0|0|0|1|{t}, sacrifice an artifact: draw a card.
15662|sage of mysteries|2020-01-24|0|0|0|0|1|constellation — whenever an enchantment enters the battlefield under your control, target player mills two cards.
15663|sage of shaila's claim|2016-09-30|0|1|0|0|0|when sage of shaila's claim enters the battlefield, you get {e}{e}{e} (three energy counters).
15664|sage of the falls|2019-10-04|0|0|0|0|1|whenever sage of the falls or another non-human creature enters the battlefield under your control, you may draw a card. if you do, discard a card.
15665|sage of the inward eye|2014-09-26|1|0|0|1|1|"flying
whenever you cast a noncreature spell, creatures you control gain lifelink until end of turn."
15666|sage's dousing|2008-02-01|0|0|0|0|1|counter target spell unless its controller pays {3}. if you control a wizard, draw a card.
15667|sage's knowledge|1999-07-06|0|0|0|0|1|return target sorcery card from your graveyard to your hand.
15668|sage's reverie|2015-01-17|0|0|0|1|0|"enchant creature
when sage's reverie enters the battlefield, draw a card for each aura you control that's attached to a creature.
enchanted creature gets +1/+1 for each aura you control that's attached to a creature."
15669|sage's row denizen|2013-01-26|0|0|0|0|1|whenever another blue creature enters the battlefield under your control, target player mills two cards.
15670|sage's row savant|2019-01-25|0|0|0|0|1|when sage's row savant enters the battlefield, scry 2.
15671|sage-eye avengers|2015-01-17|0|0|0|0|1|"prowess (whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
whenever sage-eye avengers attacks, you may return target creature to its owner's hand if its power is less than sage-eye avengers's power."
15672|sage-eye harrier|2014-09-26|0|0|0|1|0|"flying
morph {3}{w} (you may cast this card face down as a 2/2 creature for {3}. turn it face up any time for its morph cost.)"
15673|sages of the anima|2009-04-30|0|1|0|0|1|if you would draw a card, instead reveal the top three cards of your library. put all creature cards revealed this way into your hand and the rest on the bottom of your library in any order.
15674|sagittars' volley|2019-01-25|0|1|0|0|0|destroy target creature with flying. sagittars' volley deals 1 damage to each creature with flying your opponents control.
15675|sagu archer|2014-09-26|0|1|0|0|0|"reach (this creature can block creatures with flying.)
morph {4}{g} (you may cast this card face down as a 2/2 creature for {3}. turn it face up any time for its morph cost.)"
15676|sagu mauler|2014-09-26|0|1|0|0|1|"trample, hexproof
morph {3}{g}{u} (you may cast this card face down as a 2/2 creature for {3}. turn it face up any time for its morph cost.)"
15677|saheeli rai|2016-09-30|1|0|0|0|1|"[+1]: scry 1. saheeli rai deals 1 damage to each opponent.
[−2]: create a token that's a copy of target artifact or creature you control, except it's an artifact in addition to its other types. that token gains haste. exile it at the beginning of the next end step.
[−7]: search your library for up to three artifact cards with different names, put them onto the battlefield, then shuffle."
15678|saheeli's artistry|2016-09-30|0|0|0|0|1|"choose one or both —
• create a token that's a copy of target artifact.
• create a token that's a copy of target creature, except it's an artifact in addition to its other types."
15679|saheeli's directive|2016-11-16|1|0|0|0|0|"improvise (each artifact you tap after you're done activating mana abilities pays for {1}.)
reveal the top x cards of your library. you may put any number of artifact cards with mana value x or less from among them onto the battlefield. then put all cards revealed this way that weren't put onto the battlefield into your graveyard."
15680|saheeli's silverwing|2019-05-03|0|0|0|0|0|"flying
when saheeli's silverwing enters the battlefield, look at the top card of target opponent's library."
15681|saheeli, sublime artificer|2019-05-03|1|0|0|0|1|"whenever you cast a noncreature spell, create a 1/1 colorless servo artifact creature token.
[−2]: target artifact you control becomes a copy of another target artifact or creature you control until end of turn, except it's an artifact in addition to its other types."
15682|saheeli, the gifted|2016-11-16|1|0|0|0|1|"[+1]: create a 1/1 colorless servo artifact creature token.
[+1]: the next spell you cast this turn costs {1} less to cast for each artifact you control as you cast it.
[−7]: for each artifact you control, create a token that's a copy of it. those tokens gain haste. exile those tokens at the beginning of the next end step.
saheeli, the gifted can be your commander."
15683|sai of the shinobi|2012-06-01|0|0|0|0|0|"equipped creature gets +1/+1.
whenever a creature enters the battlefield under your control, you may attach sai of the shinobi to it.
equip {2}"
15684|sai, master thopterist|2018-07-13|0|0|0|0|1|"whenever you cast an artifact spell, create a 1/1 colorless thopter artifact creature token with flying.
{1}{u}, sacrifice two artifacts: draw a card."
15685|sailmonger|1999-10-04|0|0|0|0|1|{2}: target creature gains flying until end of turn. any player may activate this ability.
15686|sailor of means|2017-09-29|0|0|0|0|1|"when sailor of means enters the battlefield, create a treasure token. (it's an artifact with ""{t}, sacrifice this artifact: add one mana of any color."")"
15687|sakashima of a thousand faces|2020-11-20|0|0|0|0|1|"you may have sakashima of a thousand faces enter the battlefield as a copy of another creature you control, except it has sakashima of a thousand faces's other abilities.
the ""legend rule"" doesn't apply to permanents you control.
partner (you can have two commanders if both have partner.)"
15688|sakashima the impostor|2005-06-03|0|0|0|0|1|"you may have sakashima the impostor enter the battlefield as a copy of any creature on the battlefield, except its name is sakashima the impostor, it's legendary in addition to its other types, and it has ""{2}{u}{u}: return this creature to its owner's hand at the beginning of the next end step."""
15689|sakashima's protege|2020-11-20|0|0|0|0|1|"flash
cascade (when you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. you may cast it without paying its mana cost. put the exiled cards on the bottom of your library in a random order.)
you may have sakashima's protege enter the battlefield as a copy of any permanent that entered the battlefield this turn."
15690|sakashima's student|2012-06-01|0|0|0|0|1|"ninjutsu {1}{u} ({1}{u}, return an unblocked attacker you control to hand: put this card onto the battlefield from your hand tapped and attacking.)
you may have sakashima's student enter the battlefield as a copy of any creature on the battlefield, except it's a ninja in addition to its other creature types."
15691|sakashima's will|2020-11-20|0|0|0|0|1|"choose one. if you control a commander as you cast this spell, you may choose both.
• target opponent chooses a creature they control. you gain control of it.
• choose a creature you control. each other creature you control becomes a copy of that creature until end of turn."
15692|sakiko, mother of summer|2005-02-04|0|1|0|0|0|whenever a creature you control deals combat damage to a player, add that much {g}. until end of turn, you don't lose this mana as steps and phases end.
15693|sakura-tribe elder|2004-10-01|0|1|0|0|0|sacrifice sakura-tribe elder: search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.
15694|sakura-tribe scout|2005-06-03|0|1|0|0|0|{t}: you may put a land card from your hand onto the battlefield.
15695|sakura-tribe springcaller|2005-02-04|0|1|0|0|0|at the beginning of your upkeep, add {g}. until end of turn, you don't lose this mana as steps and phases end.
15696|salivating gremlins|2016-09-30|1|0|0|0|0|whenever an artifact enters the battlefield under your control, salivating gremlins gets +2/+0 and gains trample until end of turn.
15697|salt flats|1997-10-14|0|0|0|0|0|"salt flats enters the battlefield tapped.
{t}: add {c}.
{t}: add {w} or {b}. salt flats deals 1 damage to you."
15698|salt marsh|2000-10-02|0|0|0|0|0|"salt marsh enters the battlefield tapped.
{t}: add {u} or {b}."
15699|salt road ambushers|2015-03-27|0|1|0|0|0|"whenever another permanent you control is turned face up, if it's a creature, put two +1/+1 counters on it.
megamorph {3}{g}{g} (you may cast this card face down as a 2/2 creature for {3}. turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)"
15700|salt road patrol|2014-09-26|0|0|0|1|0|outlast {1}{w} ({1}{w}, {t}: put a +1/+1 counter on this creature. outlast only as a sorcery.)
15701|salt road quartermasters|2015-03-27|0|1|0|0|0|"salt road quartermasters enters the battlefield with two +1/+1 counters on it.
{2}{g}, remove a +1/+1 counter from salt road quartermasters: put a +1/+1 counter on target creature."
15702|saltblast|2007-02-02|0|0|0|1|0|destroy target nonwhite permanent.
15703|saltcrusted steppe|2006-10-06|0|0|0|0|0|"{t}: add {c}.
{1}, {t}: put a storage counter on saltcrusted steppe.
{1}, remove x storage counters from saltcrusted steppe: add x mana in any combination of {g} and/or {w}."
15704|saltfield recluse|2007-02-02|0|0|0|1|0|{t}: target creature gets -2/-0 until end of turn.
15705|saltskitter|2007-05-04|0|0|0|1|0|whenever another creature enters the battlefield, exile saltskitter. return saltskitter to the battlefield under its owner's control at the beginning of the next end step.
15706|salvage|1998-06-24|0|1|0|0|0|put target card from your graveyard on top of your library.
15707|salvage drone|2015-10-02|0|0|0|0|0|"devoid (this card has no color.)
ingest (whenever this creature deals combat damage to a player, that player exiles the top card of their library.)
when salvage drone dies, you may draw a card. if you do, discard a card."
15708|salvage scout|2010-09-30|0|0|0|1|0|{w}, sacrifice salvage scout: return target artifact card from your graveyard to your hand.
15709|salvage scuttler|2017-01-20|0|0|0|0|1|whenever salvage scuttler attacks, return an artifact you control to its owner's hand.
15710|salvage slasher|2009-02-06|0|0|1|0|0|salvage slasher gets +1/+0 for each artifact card in your graveyard.
15711|salvage titan|2008-10-03|0|0|1|0|0|"you may sacrifice three artifacts rather than pay this spell's mana cost.
exile three artifact cards from your graveyard: return salvage titan from your graveyard to your hand."
15712|salvager of ruin|2019-07-12|0|0|0|0|0|sacrifice salvager of ruin: choose target permanent card in your graveyard that was put there from the battlefield this turn. return it to your hand.
15713|salvager of secrets|2018-07-13|0|0|0|0|1|when salvager of secrets enters the battlefield, return target instant or sorcery card from your graveyard to your hand.
15714|samite alchemist|1995-10-01|0|0|0|1|0|{w}{w}, {t}: prevent the next 4 damage that would be dealt this turn to target creature you control. tap that creature. it doesn't untap during your next untap step.
15715|samite archer|2000-10-02|0|0|0|1|1|"{t}: prevent the next 1 damage that would be dealt to any target this turn.
{t}: samite archer deals 1 damage to any target."
15716|samite blessing|1998-03-02|0|0|0|1|0|"enchant creature
enchanted creature has ""{t}: the next time a source of your choice would deal damage to target creature this turn, prevent that damage."""
15717|samite censer-bearer|2007-05-04|0|0|0|1|0|{w}, sacrifice samite censer-bearer: prevent the next 1 damage that would be dealt to each creature you control this turn.
15718|samite elder|2001-02-05|0|0|0|1|0|{t}: creatures you control gain protection from the colors of target permanent you control until end of turn.
15719|samite healer|1993-08-05|0|0|0|1|0|{t}: prevent the next 1 damage that would be dealt to any target this turn.
15720|samite ministration|2000-10-02|0|0|0|1|0|prevent all damage that would be dealt to you this turn by a source of your choice. whenever damage from a black or red source is prevented this way this turn, you gain that much life.
15721|samite pilgrim|2001-02-05|0|0|0|1|0|domain — {t}: prevent the next x damage that would be dealt to target creature this turn, where x is the number of basic land types among lands you control.
15722|samite sanctuary|2000-06-05|0|0|0|1|0|{2}: prevent the next 1 damage that would be dealt to target creature this turn. any player may activate this ability.
15723|samurai enforcers|2004-10-01|0|0|0|1|0|bushido 2 (whenever this creature blocks or becomes blocked, it gets +2/+2 until end of turn.)
15724|samurai of the pale curtain|2004-10-01|0|0|0|1|0|"bushido 1 (whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)
if a permanent would be put into a graveyard, exile it instead."
15725|samut's sprint|2019-05-03|1|0|0|0|0|target creature gets +2/+1 and gains haste until end of turn. scry 1.
15726|samut, tyrant smasher|2019-05-03|1|1|0|0|0|"creatures you control have haste.
[−1]: target creature gets +2/+1 and gains haste until end of turn. scry 1."
15727|samut, voice of dissent|2017-04-28|1|1|0|0|0|"flash
double strike, vigilance, haste
other creatures you control have haste.
{w}, {t}: untap another target creature."
15728|samut, the tested|2017-07-14|1|1|0|0|0|"[+1]: up to one target creature gains double strike until end of turn.
[−2]: samut, the tested deals 2 damage divided as you choose among one or two targets.
[−7]: search your library for up to two creature and/or planeswalker cards, put them onto the battlefield, then shuffle."
15729|sanctified charge|2014-07-12|0|0|0|1|0|creatures you control get +2/+1 until end of turn. white creatures you control also gain first strike until end of turn. (they deal combat damage before creatures without first strike.)
