|name|printed|r|g|b|w|u|text
17656|Sphinx's Decree|2018-01-19|0|0|0|1|0|Each opponent can't cast instant or sorcery spells during that player's next turn.
17657|Sphinx's Disciple|2014-02-01|0|0|0|0|1|"Flying
Inspired — Whenever Sphinx's Disciple becomes untapped, draw a card."
17658|Sphinx's Herald|2008-10-03|0|0|0|0|1|{2}{U}, {T}, Sacrifice a white creature, a blue creature, and a black creature: Search your library for a card named Sphinx Sovereign, put it onto the battlefield, then shuffle.
17659|Sphinx's Insight|2019-01-25|0|0|0|1|1|"Draw two cards.
Addendum — If you cast this spell during your main phase, you gain 2 life."
17660|Sphinx's Revelation|2012-10-05|0|0|0|1|1|You gain X life and draw X cards.
17661|Sphinx's Tutelage|2015-07-17|0|0|0|0|1|"Whenever you draw a card, target opponent mills two cards. If two nonland cards that share a color were milled this way, repeat this process.
{5}{U}: Draw a card, then discard a card."
17662|Sphinx-Bone Wand|2010-04-23|0|0|0|0|0|Whenever you cast an instant or sorcery spell, you may put a charge counter on Sphinx-Bone Wand. If you do, Sphinx-Bone Wand deals damage equal to the number of charge counters on it to any target.
17663|Spider Climb|1997-02-03|0|1|0|0|0|"You may cast Spider Climb as though it had flash. If you cast it any time a sorcery couldn't have been cast, the controller of the permanent it becomes sacrifices it at the beginning of the next cleanup step.
Enchant creature
Enchanted creature gets +0/+3 and has reach. (It can block creatures with flying.)"
17664|Spider Spawning|2011-09-24|0|1|0|0|0|"Create a 1/2 green Spider creature token with reach for each creature card in your graveyard.
Flashback {6}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
17665|Spider Umbra|2010-04-23|0|1|0|0|0|"Enchant creature
Enchanted creature gets +1/+1 and has reach. (It can block creatures with flying.)
Totem armor (If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)"
17666|Spidersilk Armor|1999-10-04|0|1|0|0|0|Creatures you control get +0/+1 and have reach. (They can block creatures with flying.)
17667|Spidersilk Net|2009-10-02|0|0|0|0|0|"Equipped creature gets +0/+2 and has reach. (It can block creatures with flying.)
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)"
17668|Spiderwig Boggart|2007-10-12|0|0|1|0|0|When Spiderwig Boggart enters the battlefield, target creature gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.)
17669|Spidery Grasp|2011-09-24|0|1|0|0|0|Untap target creature. It gets +2/+4 and gains reach until end of turn. (It can block creatures with flying.)
17670|Spike Breeder|1998-03-02|0|1|0|0|0|"Spike Breeder enters the battlefield with three +1/+1 counters on it.
{2}, Remove a +1/+1 counter from Spike Breeder: Put a +1/+1 counter on target creature.
{2}, Remove a +1/+1 counter from Spike Breeder: Create a 1/1 green Spike creature token."
17671|Spike Cannibal|1998-06-15|0|0|1|0|0|"Spike Cannibal enters the battlefield with a +1/+1 counter on it.
When Spike Cannibal enters the battlefield, move all +1/+1 counters from all creatures onto it."
17672|Spike Colony|1998-03-02|0|1|0|0|0|"Spike Colony enters the battlefield with four +1/+1 counters on it.
{2}, Remove a +1/+1 counter from Spike Colony: Put a +1/+1 counter on target creature."
17673|Spike Drone|1997-10-14|0|1|0|0|0|"Spike Drone enters the battlefield with a +1/+1 counter on it.
{2}, Remove a +1/+1 counter from Spike Drone: Put a +1/+1 counter on target creature."
17674|Spike Feeder|1998-03-02|0|1|0|0|0|"Spike Feeder enters the battlefield with two +1/+1 counters on it.
{2}, Remove a +1/+1 counter from Spike Feeder: Put a +1/+1 counter on target creature.
Remove a +1/+1 counter from Spike Feeder: You gain 2 life."
17675|Spike Hatcher|1998-06-15|0|1|0|0|0|"Spike Hatcher enters the battlefield with six +1/+1 counters on it.
{2}, Remove a +1/+1 counter from Spike Hatcher: Put a +1/+1 counter on target creature.
{1}, Remove a +1/+1 counter from Spike Hatcher: Regenerate Spike Hatcher."
17676|Spike Jester|2013-04-27|1|0|1|0|0|Haste
17677|Spike Rogue|1998-06-15|0|1|0|0|0|"Spike Rogue enters the battlefield with two +1/+1 counters on it.
{2}, Remove a +1/+1 counter from Spike Rogue: Put a +1/+1 counter on target creature.
{2}, Remove a +1/+1 counter from a creature you control: Put a +1/+1 counter on Spike Rogue."
17678|Spike Soldier|1998-03-02|0|1|0|0|0|"Spike Soldier enters the battlefield with three +1/+1 counters on it.
{2}, Remove a +1/+1 counter from Spike Soldier: Put a +1/+1 counter on target creature.
Remove a +1/+1 counter from Spike Soldier: Spike Soldier gets +2/+2 until end of turn."
17679|Spike Tiller|2006-10-06|0|1|0|0|0|"Spike Tiller enters the battlefield with three +1/+1 counters on it.
{2}, Remove a +1/+1 counter from Spike Tiller: Put a +1/+1 counter on target creature.
{2}, Remove a +1/+1 counter from Spike Tiller: Target land becomes a 2/2 creature that's still a land. Put a +1/+1 counter on it."
17680|Spike Weaver|1998-06-15|0|1|0|0|0|"Spike Weaver enters the battlefield with three +1/+1 counters on it.
{2}, Remove a +1/+1 counter from Spike Weaver: Put a +1/+1 counter on target creature.
{1}, Remove a +1/+1 counter from Spike Weaver: Prevent all combat damage that would be dealt this turn."
17681|Spike Worker|1998-03-02|0|1|0|0|0|"Spike Worker enters the battlefield with two +1/+1 counters on it.
{2}, Remove a +1/+1 counter from Spike Worker: Put a +1/+1 counter on target creature."
17682|Spike-Tailed Ceratops|2017-09-29|0|1|0|0|0|Spike-Tailed Ceratops can block an additional creature each combat.
17683|Spiked Baloth|2012-07-12|0|1|0|0|0|Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
17684|Spiked Ripsaw|2021-11-19|0|1|0|0|0|"Equipped creature gets +3/+3.
Whenever equipped creature attacks, you may sacrifice a Forest. If you do, that creature gains trample until end of turn.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)"
17685|Spikefield Hazard|2020-09-25|1|0|0|0|0|Spikefield Hazard deals 1 damage to any target. If a permanent dealt damage this way would die this turn, exile it instead.
17686|Spikefield Cave|2020-09-25|0|0|0|0|0|"Spikefield Cave enters the battlefield tapped.
{T}: Add {R}."
17687|Spikeshot Elder|2010-09-30|1|0|0|0|0|{1}{R}{R}: Spikeshot Elder deals damage equal to its power to any target.
17688|Spikeshot Goblin|2003-10-02|1|0|0|0|0|{R}, {T}: Spikeshot Goblin deals damage equal to its power to any target.
17689|Spiketail Drake|2000-06-05|0|0|0|0|1|"Flying
Sacrifice Spiketail Drake: Counter target spell unless its controller pays {3}."
17690|Spiketail Drakeling|2006-10-06|0|0|0|0|1|"Flying
Sacrifice Spiketail Drakeling: Counter target spell unless its controller pays {2}."
17691|Spiketail Hatchling|2000-06-05|0|0|0|0|1|"Flying (This creature can't be blocked except by creatures with flying or reach.)
Sacrifice Spiketail Hatchling: Counter target spell unless its controller pays {1}."
17692|Spikewheel Acrobat|2019-01-25|1|0|0|0|0|Spectacle {2}{R} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)
17693|Spin Engine|2011-02-03|0|0|0|0|0|{R}: Target creature can't block Spin Engine this turn.
17694|Spin into Myth|2007-05-04|0|0|0|0|1|Put target creature on top of its owner's library, then fateseal 2. (To fateseal 2, look at the top two cards of an opponent's library, then put any number of them on the bottom of that player's library and the rest on top in any order.)
17695|Spinal Centipede|2018-11-09|0|0|1|0|0|When Spinal Centipede dies, put a +1/+1 counter on target creature you control.
17696|Spinal Embrace|2000-10-02|0|0|1|0|1|"Cast this spell only during combat.
Untap target creature you don't control and gain control of it. It gains haste until end of turn. At the beginning of the next end step, sacrifice it. If you do, you gain life equal to its toughness."
17697|Spinal Graft|1997-10-14|0|0|1|0|0|"Enchant creature
Enchanted creature gets +3/+3.
When enchanted creature becomes the target of a spell or ability, destroy that creature. It can't be regenerated."
17698|Spinal Villain|1994-06-01|1|0|0|0|0|{T}: Destroy target blue creature.
17699|Spincrusher|2004-02-06|0|0|0|0|0|"Whenever Spincrusher blocks, put a +1/+1 counter on it.
Remove a +1/+1 counter from Spincrusher: Spincrusher can't be blocked this turn."
17700|Spindrift Drake|1998-03-02|0|0|0|0|1|"Flying
At the beginning of your upkeep, sacrifice Spindrift Drake unless you pay {U}."
17701|Spine of Ish Sah|2011-02-03|0|0|0|0|0|"When Spine of Ish Sah enters the battlefield, destroy target permanent.
When Spine of Ish Sah is put into a graveyard from the battlefield, return Spine of Ish Sah to its owner's hand."
17702|Spinebiter|2011-05-12|0|1|0|0|0|"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)
You may have Spinebiter assign its combat damage as though it weren't blocked."
17703|Spined Basher|2002-10-07|0|0|1|0|0|Morph {2}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
17704|Spined Fluke|1998-10-12|0|0|1|0|0|"When Spined Fluke enters the battlefield, sacrifice a creature.
{B}: Regenerate Spined Fluke."
17705|Spined Karok|2021-04-23|0|1|0|0|0|
17706|Spined Megalodon|2020-07-03|0|0|0|0|1|"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Whenever Spined Megalodon attacks, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)"
17707|Spined Sliver|1998-03-02|1|1|0|0|0|Whenever a Sliver becomes blocked, that Sliver gets +1/+1 until end of turn for each creature blocking it.
17708|Spined Thopter|2011-05-12|0|0|0|0|1|"({U/P} can be paid with either {U} or 2 life.)
Flying"
17709|Spined Wurm|1998-03-02|0|1|0|0|0|
17710|Spinehorn Minotaur|2019-06-05|1|0|0|0|0|As long as you've drawn two or more cards this turn, Spinehorn Minotaur has double strike.
17711|Spineless Thug|2000-02-14|0|0|1|0|0|Spineless Thug can't block.
17712|Spinerock Knoll|2007-10-12|0|0|0|0|0|"Hideaway (This land enters the battlefield tapped. When it does, look at the top four cards of your library, exile one face down, then put the rest on the bottom of your library.)
{T}: Add {R}.
{R}, {T}: You may play the exiled card without paying its mana cost if an opponent was dealt 7 or more damage this turn."
17713|Spinneret Sliver|2006-10-06|0|1|0|0|0|All Sliver creatures have reach.
17714|Spinning Darkness|1997-06-09|0|0|1|0|0|"You may exile the top three black cards of your graveyard rather than pay this spell's mana cost.
Spinning Darkness deals 3 damage to target nonblack creature. You gain 3 life."
17715|Spinning Wheel|2019-10-04|0|0|0|0|0|"{T}: Add one mana of any color.
{5}, {T}: Tap target creature."
17716|Spiny Starfish|1996-06-10|0|0|0|0|1|"{U}: Regenerate Spiny Starfish.
At the beginning of each end step, if Spiny Starfish regenerated this turn, create a 0/1 blue Starfish creature token for each time it regenerated this turn."
17717|Spiraling Duelist|2011-02-03|1|0|0|0|0|Metalcraft — Spiraling Duelist has double strike as long as you control three or more artifacts.
17718|Spiraling Embers|2005-06-03|1|0|0|0|0|Spiraling Embers deals damage to any target equal to the number of cards in your hand.
17719|Spire Barrage|2009-10-02|1|0|0|0|0|Spire Barrage deals damage to any target equal to the number of Mountains you control.
17720|Spire Golem|2004-02-06|0|0|0|0|0|"Affinity for Islands (This spell costs {1} less to cast for each Island you control.)
Flying"
17721|Spire Mangler|2019-01-25|0|0|1|0|0|"Flash
Flying
When Spire Mangler enters the battlefield, target creature with flying you control gets +2/+0 until end of turn."
17722|Spire Monitor|2011-05-12|0|0|0|0|1|"Flash (You may cast this spell any time you could cast an instant.)
Flying"
17723|Spire Owl|1998-10-12|0|0|0|0|1|"Flying
When Spire Owl enters the battlefield, look at the top four cards of your library, then put them back in any order."
17724|Spire Patrol|2017-01-20|0|0|0|1|1|"Flying
When Spire Patrol enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step."
17725|Spire Phantasm|2016-08-26|0|0|0|0|1|"Reveal Spire Phantasm as you draft it. The next time a player drafts a card from this booster pack, guess that card's name. Then that player reveals the drafted card.
Flying
When Spire Phantasm enters the battlefield, if you guessed correctly for a card named Spire Phantasm, draw a card."
17726|Spire Serpent|2011-02-03|0|0|0|0|1|"Defender
Metalcraft — As long as you control three or more artifacts, Spire Serpent gets +2/+2 and can attack as though it didn't have defender."
17727|Spire Tracer|2013-01-26|0|1|0|0|0|Spire Tracer can't be blocked except by creatures with flying or reach.
17728|Spire Winder|2018-01-19|0|0|0|0|1|"Flying
Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Spire Winder gets +1/+1 as long as you have the city's blessing."
17729|Spire of Industry|2017-01-20|0|0|0|0|0|"{T}: Add {C}.
{T}, Pay 1 life: Add one mana of any color. Activate only if you control an artifact."
17730|Spirebluff Canal|2016-09-30|0|0|0|0|0|"Spirebluff Canal enters the battlefield tapped unless you control two or fewer other lands.
{T}: Add {U} or {R}."
17731|Spireside Infiltrator|2016-09-30|1|0|0|0|0|Whenever Spireside Infiltrator becomes tapped, it deals 1 damage to each opponent.
17732|Spirespine|2014-04-26|0|1|0|0|0|"Bestow {4}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)
Spirespine blocks each combat if able.
Enchanted creature gets +4/+1 and blocks each combat if able."
17733|Spirit Away|2012-04-28|0|0|0|0|1|"Enchant creature
You control enchanted creature.
Enchanted creature gets +2/+2 and has flying."
17734|Spirit Bonds|2014-07-12|0|0|0|1|0|"Whenever a nontoken creature enters the battlefield under your control, you may pay {W}. If you do, create a 1/1 white Spirit creature token with flying.
{1}{W}, Sacrifice a Spirit: Target non-Spirit creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)"
17735|Spirit Cairn|2002-05-27|0|0|0|1|0|Whenever a player discards a card, you may pay {W}. If you do, create a 1/1 white Spirit creature token with flying.
17736|Spirit Flare|2002-02-04|0|0|0|1|0|"Tap target untapped creature you control. If you do, it deals damage equal to its power to target attacking or blocking creature an opponent controls.
Flashback—{1}{W}, Pay 3 life. (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
17737|Spirit Link|1994-06-01|0|0|0|1|0|"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
Whenever enchanted creature deals damage, you gain that much life."
17738|Spirit Loop|2006-10-06|0|0|0|1|0|"Enchant creature you control
Whenever enchanted creature deals damage, you gain that much life.
When Spirit Loop is put into a graveyard from the battlefield, return Spirit Loop to its owner's hand."
17739|Spirit Mantle|2011-07-14|0|0|0|1|0|"Enchant creature
Enchanted creature gets +1/+1 and has protection from creatures."
17740|Spirit Mirror|1997-10-14|0|0|0|1|0|"At the beginning of your upkeep, if there are no Reflection tokens on the battlefield, create a 2/2 white Reflection creature token.
{0}: Destroy target Reflection."
17741|Spirit Shackle|1994-06-01|0|0|1|0|0|"Enchant creature
Whenever enchanted creature becomes tapped, put a -0/-2 counter on it."
17742|Spirit Shield|1994-11-01|0|0|0|0|0|"You may choose not to untap Spirit Shield during your untap step.
{2}, {T}: Target creature gets +0/+2 for as long as Spirit Shield remains tapped."
17743|Spirit Summoning|2021-04-23|1|0|0|1|0|Create a 3/2 red and white Spirit creature token.
17744|Spirit Weaver|2000-10-02|0|0|0|1|0|{2}: Target green or blue creature gets +0/+1 until end of turn.
17745|Spirit en-Dal|2007-05-04|0|0|0|1|0|"Shadow (This creature can block or be blocked by only creatures with shadow.)
Forecast — {1}{W}, Reveal Spirit en-Dal from your hand: Target creature gains shadow until end of turn. (Activate only during your upkeep and only once each turn.)"
17746|Spirit en-Kor|1998-03-02|0|0|0|1|0|"Flying
{0}: The next 1 damage that would be dealt to Spirit en-Kor this turn is dealt to target creature you control instead."
17747|Spirit of Malevolence|2020-07-03|0|0|1|0|0|When Spirit of Malevolence dies, each opponent loses 1 life and you gain 1 life.
17748|Spirit of Resistance|2000-10-02|0|0|0|1|0|As long as you control a permanent of each color, prevent all damage that would be dealt to you.
17749|Spirit of the Aldergard|2021-02-05|0|1|0|0|0|"When Spirit of the Aldergard enters the battlefield, search your library for a snow land card, reveal it, put it into your hand, then shuffle.
Spirit of the Aldergard gets +1/+0 for each other snow permanent you control."
17750|Spirit of the Hearth|2008-07-25|0|0|0|1|0|"Flying
You have hexproof. (You can't be the target of spells or abilities your opponents control.)"
17751|Spirit of the Hunt|2016-07-22|0|1|0|0|0|"Flash
When Spirit of the Hunt enters the battlefield, each other creature you control that's a Wolf or a Werewolf gets +0/+3 until end of turn."
17752|Spirit of the Labyrinth|2014-02-01|0|0|0|1|0|Each player can't draw more than one card each turn.
17753|Spirit of the Night|1996-10-08|0|0|1|0|0|"Flying, trample, haste, protection from black
Spirit of the Night has first strike as long as it's attacking."
17754|Spirit of the Spires|2019-01-25|0|0|0|1|0|"Flying
Other creatures you control with flying get +0/+1."
17755|Spiritmonger|2001-06-04|0|1|1|0|0|"Whenever Spiritmonger deals damage to a creature, put a +1/+1 counter on Spiritmonger.
{B}: Regenerate Spiritmonger.
{G}: Spiritmonger becomes the color of your choice until end of turn."
17756|Spiritual Asylum|2000-02-14|0|0|0|1|0|"Creatures and lands you control have shroud. (They can't be the targets of spells or abilities.)
When a creature you control attacks, sacrifice Spiritual Asylum."
17757|Spiritual Focus|1999-10-04|0|0|0|1|0|Whenever a spell or ability an opponent controls causes you to discard a card, you gain 2 life and you may draw a card.
17758|Spiritual Guardian|2020-08-13|0|0|0|1|0|When Spiritual Guardian enters the battlefield, you gain 4 life.
17759|Spiritual Sanctuary|1994-06-01|0|0|0|1|0|At the beginning of each player's upkeep, if that player controls a Plains, they gain 1 life.
17760|Spiritual Visit|2005-06-03|0|0|0|1|0|"Create a 1/1 colorless Spirit creature token.
Splice onto Arcane {W} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)"
17761|Spiritualize|2001-10-01|0|0|0|1|0|"Until end of turn, whenever target creature deals damage, you gain that much life.
Draw a card."
17762|Spit Flame|2018-07-13|1|0|0|0|0|"Spit Flame deals 4 damage to target creature.
Whenever a Dragon enters the battlefield under your control, you may pay {R}. If you do, return Spit Flame from your graveyard to your hand."
17763|Spite|2000-10-02|0|0|0|0|1|Counter target noncreature spell.
17764|Malice|2000-10-02|0|0|1|0|0|Destroy target nonblack creature. It can't be regenerated.
17765|Spite of Mogis|2014-04-26|1|0|0|0|0|Spite of Mogis deals damage to target creature equal to the number of instant and sorcery cards in your graveyard. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
17766|Spitebellows|2008-02-01|1|0|0|0|0|"When Spitebellows leaves the battlefield, it deals 6 damage to target creature.
Evoke {1}{R}{R} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)"
17767|Spiteflame Witch|2008-05-02|1|0|1|0|0|{B}{R}: Each player loses 1 life.
17768|Spiteful Blow|2014-04-26|0|0|1|0|0|Destroy target creature and target land.
17769|Spiteful Bully|2000-02-14|0|0|1|0|0|At the beginning of your upkeep, Spiteful Bully deals 3 damage to target creature you control.
17770|Spiteful Prankster|2020-06-18|1|0|0|0|0|"As long as it's your turn, Spiteful Prankster has first strike.
Whenever another creature dies, Spiteful Prankster deals 1 damage to target player or planeswalker."
17771|Spiteful Returned|2014-02-01|0|0|1|0|0|"Bestow {3}{B} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)
Whenever Spiteful Returned or enchanted creature attacks, defending player loses 2 life.
Enchanted creature gets +1/+1."
17772|Spiteful Shadows|2012-01-28|0|0|1|0|0|"Enchant creature
Whenever enchanted creature is dealt damage, it deals that much damage to its controller."
17773|Spiteful Sliver|2019-06-05|1|0|0|0|0|"Sliver creatures you control have ""Whenever this creature is dealt damage, it deals that much damage to target player or planeswalker."""
17774|Spiteful Squad|2021-04-23|0|0|1|1|0|"Deathtouch
Spiteful Squad enters the battlefield with two +1/+1 counters on it.
When Spiteful Squad dies, put its counters on target creature you control."
17775|Spiteful Visions|2008-05-02|1|0|1|0|0|"At the beginning of each player's draw step, that player draws an additional card.
Whenever a player draws a card, Spiteful Visions deals 1 damage to that player."
17776|Spitemare|2008-07-25|1|0|0|1|0|Whenever Spitemare is dealt damage, it deals that much damage to any target.
17777|Spitfire Handler|2002-10-07|1|0|0|0|0|"Spitfire Handler can't block creatures with power greater than Spitfire Handler's power.
{R}: Spitfire Handler gets +1/+0 until end of turn."
17778|Spitfire Lagac|2020-09-25|1|0|0|0|0|Landfall — Whenever a land enters the battlefield under your control, Spitfire Lagac deals 1 damage to each opponent.
17779|Spitting Drake|1997-02-03|1|0|0|0|0|"Flying
{R}: Spitting Drake gets +1/+0 until end of turn. Activate only once each turn."
17780|Spitting Earth|1996-10-08|1|0|0|0|0|Spitting Earth deals damage to target creature equal to the number of Mountains you control.
17781|Spitting Gourna|2002-10-07|0|1|0|0|0|"Reach (This creature can block creatures with flying.)
Morph {4}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)"
17782|Spitting Hydra|1998-03-02|1|0|0|0|0|"Spitting Hydra enters the battlefield with four +1/+1 counters on it.
{1}{R}, Remove a +1/+1 counter from Spitting Hydra: It deals 1 damage to target creature."
17783|Spitting Image|2008-07-25|0|1|0|0|1|"Create a token that's a copy of target creature.
Retrace (You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)"
17784|Spitting Sliver|2007-02-02|0|0|1|0|0|All Sliver creatures have first strike.
17785|Spitting Slug|1994-08-01|0|1|0|0|0|Whenever Spitting Slug blocks or becomes blocked, you may pay {1}{G}. If you do, Spitting Slug gains first strike until end of turn. Otherwise, each creature blocking or blocked by Spitting Slug gains first strike until end of turn.
17786|Spitting Spider|2000-06-05|0|1|0|0|0|"Reach (This creature can block creatures with flying.)
Sacrifice a land: Spitting Spider deals 1 damage to each creature with flying."
17787|Splatter Thug|2012-10-05|1|0|0|0|0|"First strike
Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.)"
17788|Splendid Agony|2017-04-28|0|0|1|0|0|Distribute two -1/-1 counters among one or two target creatures.
17789|Splendid Reclamation|2016-07-22|0|1|0|0|0|Return all land cards from your graveyard to the battlefield tapped.
17790|Splendor Mare|2020-04-24|0|0|0|1|0|"Lifelink
Cycling {1}{W} ({1}{W}, Discard this card: Draw a card.)
When you cycle Splendor Mare, put a lifelink counter on target creature you control."
17791|Splicer's Skill|2019-06-05|0|0|0|1|0|"Create a 3/3 colorless Phyrexian Golem artifact creature token.
Splice onto instant or sorcery {3}{W} (As you cast an instant or sorcery spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)"
17792|Splinter|1999-06-07|0|1|0|0|0|Exile target artifact. Search its controller's graveyard, hand, and library for all cards with the same name as that artifact and exile them. Then that player shuffles.
17793|Splinter Twin|2010-04-23|1|0|0|0|0|"Enchant creature
Enchanted creature has ""{T}: Create a token that's a copy of this creature, except it has haste. Exile that token at the beginning of the next end step."""
17794|Splinterfright|2011-09-24|0|1|0|0|0|"Trample
Splinterfright's power and toughness are each equal to the number of creature cards in your graveyard.
At the beginning of your upkeep, mill two cards."
17795|Splintering Wind|1996-06-10|0|1|0|0|0|"{2}{G}: Splintering Wind deals 1 damage to target creature. Create a 1/1 green Splinter creature token. It has flying and ""Cumulative upkeep {G}."" When it leaves the battlefield, it deals 1 damage to you and each creature you control. (At the beginning of its controller's upkeep, that player puts an age counter on it, then sacrifices it unless they pay its upkeep cost for each age counter on it.)"
17796|Split Decision|2014-06-06|0|0|0|0|1|Will of the council — Choose target instant or sorcery spell. Starting with you, each player votes for denial or duplication. If denial gets more votes, counter the spell. If duplication gets more votes or the vote is tied, copy the spell. You may choose new targets for the copy.
17797|Split-Tail Miko|2005-02-04|0|0|0|1|0|{W}, {T}: Prevent the next 2 damage that would be dealt to any target this turn.
17798|Splitting Headache|2008-05-02|0|0|1|0|0|"Choose one —
• Target player discards two cards.
• Target player reveals their hand. You choose a card from it. That player discards that card."
17799|Splitting Slime|2016-08-26|0|1|0|0|0|"{4}{G}{G}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
When Splitting Slime becomes monstrous, create a token that's a copy of Splitting Slime. (The token has no counters and isn't monstrous.)"
17800|Spoils of Adventure|2020-09-25|0|0|0|1|1|"This spell costs {1} less to cast for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)
You gain 3 life and draw three cards."
17801|Spoils of Blood|2014-11-07|0|0|1|0|0|Create an X/X black Horror creature token, where X is the number of creatures that died this turn.
17802|Spoils of Evil|1995-06-03|0|0|1|0|0|For each artifact or creature card in target opponent's graveyard, add {C} and you gain 1 life.
17803|Spoils of Victory|1999-07-06|0|1|0|0|0|Search your library for a Plains, Island, Swamp, Mountain, or Forest card and put that card onto the battlefield. Then shuffle.
17804|Spoils of War|1995-06-03|0|0|1|0|0|"X is the number of artifact and/or creature cards in an opponent's graveyard as you cast this spell.
Distribute X +1/+1 counters among any number of target creatures."
17805|Spoils of the Vault|2003-10-02|0|0|1|0|0|Choose a card name. Reveal cards from the top of your library until you reveal a card with that name, then put that card into your hand. Exile all other cards revealed this way, and you lose 1 life for each of the exiled cards.
17806|Spontaneous Artist|2016-09-30|1|0|0|0|0|"When Spontaneous Artist enters the battlefield, you get {E} (an energy counter).
Pay {E}: Target creature gains haste until end of turn."
17807|Spontaneous Combustion|1997-10-14|1|0|1|0|0|"As an additional cost to cast this spell, sacrifice a creature.
Spontaneous Combustion deals 3 damage to each creature."
17808|Spontaneous Flight|2020-04-24|0|0|0|1|0|Target creature gets +2/+2 until end of turn. Put a flying counter on it.
17809|Spontaneous Generation|1999-10-04|0|1|0|0|0|Create a 1/1 green Saproling creature token for each card in your hand.
17810|Spontaneous Mutation|2016-07-22|0|0|0|0|1|"Flash
Enchant creature
Enchanted creature gets -X/-0, where X is the number of cards in your graveyard."
17811|Spore Burst|2009-02-06|0|1|0|0|0|Domain — Create a 1/1 green Saproling creature token for each basic land type among lands you control.
17812|Spore Cloud|1994-11-01|0|1|0|0|0|Tap all blocking creatures. Prevent all combat damage that would be dealt this turn. Each attacking creature and each blocking creature doesn't untap during its controller's next untap step.
17813|Spore Crawler|2021-11-19|0|1|0|0|0|When Spore Crawler dies, draw a card.
17814|Spore Flower|1994-11-01|0|1|0|0|0|"At the beginning of your upkeep, put a spore counter on Spore Flower.
Remove three spore counters from Spore Flower: Prevent all combat damage that would be dealt this turn."
17815|Spore Frog|2000-06-05|0|1|0|0|0|Sacrifice Spore Frog: Prevent all combat damage that would be dealt this turn.
17816|Spore Swarm|2018-04-27|0|1|0|0|0|Create three 1/1 green Saproling creature tokens.
17817|Sporeback Troll|2006-05-05|0|1|0|0|0|"Graft 2 (This creature enters the battlefield with two +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)
{1}{G}: Regenerate target creature with a +1/+1 counter on it."
17818|Sporeback Wolf|2021-11-19|0|1|0|0|0|As long as it's your turn, Sporeback Wolf gets +0/+2.
17819|Sporecap Spider|2010-04-23|0|1|0|0|0|Reach
17820|Sporecrown Thallid|2018-04-27|0|1|0|0|0|Each other creature you control that's a Fungus or Saproling gets +1/+1.
17821|Sporemound|2013-07-19|0|1|0|0|0|Landfall — Whenever a land enters the battlefield under your control, create a 1/1 green Saproling creature token.
17822|Sporesower Thallid|2006-10-06|0|1|0|0|0|"At the beginning of your upkeep, put a spore counter on each Fungus you control.
Remove three spore counters from Sporesower Thallid: Create a 1/1 green Saproling creature token."
17823|Sporeweb Weaver|2020-07-03|0|1|0|0|0|"Reach, hexproof from blue
Whenever Sporeweb Weaver is dealt damage, you gain 1 life and create a 1/1 green Saproling creature token."
17824|Sporogenesis|1998-10-12|0|1|0|0|0|"At the beginning of your upkeep, you may put a fungus counter on target nontoken creature.
Whenever a creature with a fungus counter on it dies, create a 1/1 green Saproling creature token for each fungus counter on that creature.
When Sporogenesis leaves the battlefield, remove all fungus counters from all creatures."
